State/UT,District,Temperature,Condition,Humidity,,
Sikkim,West Sikkim,7.3,Sunny,48,,
Tamil Nadu,Ariyalur,24.2,Mist,80,,
Tamil Nadu,Chengalpattu,24.1,Partly cloudy,74,,
Tamil Nadu,Chennai,24.8,Partly cloudy,73,,
Tamil Nadu,Coimbatore,24.7,Patchy rain possible,72,,
Tamil Nadu,Cuddalore,24.7,Partly cloudy,78,,
Tamil Nadu,Dharmapuri,23.2,Patchy rain possible,73,,
Tamil Nadu,Dindigul,24,Patchy rain possible,77,,
Tamil Nadu,Erode,25.8,Patchy rain possible,68,,
Tamil Nadu,Kallakurichi,25.1,Sunny,77,,
Tamil Nadu,Kanchipuram,23.8,Sunny,74,,
Telangana,Adilabad,22.5,Sunny,24,,
Telangana,Hyderabad,23.4,Sunny,24,,
Telangana,Jagtial,23,Sunny,25,,
Telangana,Jangaon,23.3,Sunny,25,,
Telangana,Jayashankar Bhupalapally,25.1,Sunny,77,,
Telangana,Jogulamba Gadwal,25,Sunny,31,,
Telangana,Kamareddy,25.1,Sunny,77,,
Telangana,Karimnagar,22.7,Sunny,25,,
Telangana,Khammam,23.8,Mist,56,,
Telangana,Komaram Bheem Asifabad,22.4,Sunny,24,,
Tripura,Dhalai,18.8,Sunny,46,,
Tripura,Khowai,19,Sunny,45,,
Tripura,North Tripura,19.6,Sunny,42,,
Tripura,Sepahijala,25.1,Sunny,77,,
Tripura,South Tripura,19.6,Sunny,42,,
Tripura,Unakoti,25.1,Sunny,77,,
Tripura,West Tripura,19.6,Sunny,42,,
Uttar Pradesh,Agra,18.1,Sunny,59,,
Uttar Pradesh,Aligarh,17.5,Sunny,51,,
Uttar Pradesh,Allahabad,19.1,Sunny,51,,
Uttar Pradesh,Ambedkar Nagar,17.6,Sunny,30,,
Uttar Pradesh,Amethi,18.1,Sunny,38,,
Uttar Pradesh,Amroha,17.9,Overcast,35,,
Uttar Pradesh,Auraiya,18.5,Sunny,59,,
Uttar Pradesh,Azamgarh,17.7,Sunny,48,,
Uttar Pradesh,Baghpat,16.8,Overcast,40,,
Uttar Pradesh,Bahraich,18,Sunny,39,,
Uttarakhand,Almora,13.9,Overcast,26,,
Uttarakhand,Bageshwar,13.9,Overcast,26,,
Uttarakhand,Chamoli,0.3,Light freezing rain,42,,
Uttarakhand,Champawat,13.9,Overcast,26,,
Uttarakhand,Dehradun,15.2,Overcast,35,,
Uttarakhand,Haridwar,17.5,Sunny,37,,
Uttarakhand,Nainital,25.1,Sunny,77,,
Uttarakhand,Pauri Garhwal,17.1,Overcast,34,,
Uttarakhand,Pithoragarh,14.5,Overcast,26,,
Uttarakhand,Rudraprayag,0.3,Light freezing rain,42,,
West Bengal,Alipurduar,25.1,Sunny,77,,
West Bengal,Bankura,20.7,Sunny,24,,
West Bengal,Birbhum,25.1,Sunny,77,,
West Bengal,Burdwan,20.3,Sunny,29,,
West Bengal,Cooch Behar,19.7,Sunny,42,,
West Bengal,Dakshin Dinajpur,19,Sunny,39,,
West Bengal,Hooghly,20.6,Sunny,29,,
West Bengal,Howrah,21.7,Sunny,26,,
West Bengal,Jalpaiguri,19.5,Sunny,43,,
West Bengal,Jhargram,21.4,Sunny,22,,
Andaman and Nicobar Islands,Nicobar,27.7,Partly cloudy,70,,
Andaman and Nicobar Islands,North and Middle Andaman,27.7,Partly cloudy,70,,
Andaman and Nicobar Islands,South Andaman,27.7,Partly cloudy,70,,
Chandigarh,Chandigarh,16.3,Overcast,35,,
Dadra and Nagar Haveli and Daman and Diu,Daman,24.5,Sunny,42,,
Dadra and Nagar Haveli and Daman and Diu,Diu,23.2,Sunny,52,,
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,24.5,Sunny,42,,
Lakshadweep,Aminidivi,25.1,Sunny,77,,
Lakshadweep,Androth,25.1,Sunny,77,,
Lakshadweep,Bithra,25.1,Sunny,77,,
Lakshadweep,Kalapeni,25.1,Sunny,77,,
Lakshadweep,Kavaratti,28,Patchy rain possible,71,,
Lakshadweep,Minicoy,25.1,Sunny,77,,
Lakshadweep,Suheli,25.1,Sunny,77,,
Delhi,Central Delhi,18.1,Cloudy,40,,
Delhi,East Delhi,18.1,Cloudy,40,,
Delhi,New Delhi,18.6,Partly cloudy,40,,
Delhi,North Delhi,18.1,Cloudy,40,,
Delhi,North East Delhi,18.1,Cloudy,40,,
Delhi,North West Delhi,18.1,Cloudy,40,,
Delhi,Shahdara,18.8,Cloudy,39,,
Delhi,South Delhi,18.1,Cloudy,40,,
Delhi,South East Delhi,18.1,Cloudy,40,,
Delhi,South West Delhi,18.1,Cloudy,40,,
Puducherry,Karaikal,24.9,Light rain shower,81,,
Puducherry,Mahe,26.2,Partly cloudy,74,,
Puducherry,Puducherry,24.8,Sunny,76,,
Puducherry,Yanam,23.6,Sunny,65,,
